payment_id,invoice_id,payment_date,amount,bank_account_ref
PMT-8954,INV-6954,2024-10-18,2996.29,BA-67411315
PMT-8955,INV-6955,2024-10-28,5221.06,BA-15618636
PMT-8956,INV-6956,2024-10-19,1303.12,BA-86421196
PMT-8957,INV-6957,2024-10-31,235.72,BA-63246742
PMT-8958,INV-6958,2024-10-24,6377.11,BA-77707886
PMT-8959,INV-6959,2024-10-25,2083.99,BA-76864005
PMT-8960,INV-6960,2024-10-28,1616.63,BA-96861466
PMT-8961,INV-6961,2024-10-18,1634.94,BA-53841444
PMT-8962,INV-6962,2024-10-18,5663.81,BA-45479229
PMT-8963,INV-6963,2024-10-21,4214.31,BA-38455873
PMT-8964,INV-6964,2024-10-19,2431.15,BA-73547269
PMT-8965,INV-6965,2024-10-31,3716.42,BA-73093067
PMT-8966,INV-6966,2024-11-02,1819.01,BA-32159234
PMT-8967,INV-6967,2024-11-02,3304.62,BA-70690025
PMT-8968,INV-6968,2024-10-29,4597.64,BA-27948495
PMT-8969,INV-6969,2024-10-21,3108.18,BA-74291655
PMT-8970,INV-6970,2024-11-05,1838.8,BA-79092953
PMT-8971,INV-6971,2024-10-30,1427.12,BA-20923381
PMT-8972,INV-6972,2024-11-05,346.26,BA-92300116
PMT-8973,INV-6973,2024-10-18,6358.95,BA-37080875
PMT-8974,INV-6974,2024-10-30,985.23,BA-10664449
PMT-8975,INV-6975,2024-10-26,5895.08,BA-50467677
PMT-8976,INV-6976,2024-10-31,2705.94,BA-27592411
PMT-8977,INV-6977,2024-10-20,13996.24,BA-94505455
PMT-8978,INV-6978,2024-11-03,10075.25,BA-31667923
PMT-8979,INV-6979,2024-11-05,1535.49,BA-30287103
PMT-8980,INV-6980,2024-11-04,833.36,BA-85893910
PMT-8981,INV-6981,2024-10-31,6445.53,BA-44522530
PMT-8982,INV-6982,2024-10-22,1413.98,BA-47502921
PMT-8983,INV-6983,2024-11-03,1341.62,BA-47455108
PMT-8984,INV-6984,2024-10-22,5032.62,BA-99855030
PMT-8985,INV-6985,2024-10-31,1261.57,BA-73375475
PMT-8986,INV-6986,2024-10-22,3670.31,BA-21565931
PMT-8987,INV-6987,2024-11-03,4339.79,BA-98027796
PMT-8988,INV-6988,2024-11-01,3265.05,BA-48578460
PMT-8989,INV-6989,2024-11-04,5385.6,BA-87097845
PMT-8990,INV-6990,2024-10-19,4052.11,BA-73547269
PMT-8991,INV-6991,2024-10-22,5963.52,BA-88274942
PMT-8992,INV-6992,2024-11-03,4305.38,BA-53830486
PMT-8993,INV-6993,2024-10-28,7389.11,BA-35583179
PMT-8994,INV-6994,2024-10-20,1664.55,BA-54147722
PMT-8995,INV-6995,2024-11-01,3279.54,BA-60485796
PMT-8996,INV-6996,2024-10-27,4785.71,BA-76644552
PMT-8997,INV-6997,2024-10-19,2423.47,BA-97197858
PMT-8998,INV-6998,2024-11-03,370.07,BA-90982378
PMT-8999,INV-6999,2024-10-26,1211.83,BA-68526005
PMT-9000,INV-7000,2024-10-31,852.19,BA-45052250
PMT-9001,INV-7001,2024-11-07,1405.06,BA-57097108
PMT-9002,INV-7002,2024-11-03,831.14,BA-13740078
PMT-9003,INV-7003,2024-11-01,6439.97,BA-74160948
PMT-9004,INV-7004,2024-10-23,3585.48,BA-98358257
PMT-9005,INV-7005,2024-10-29,1988.74,BA-69971013
PMT-9006,INV-7006,2024-10-21,626.48,BA-95512782
PMT-9007,INV-7007,2024-10-30,5726.07,BA-11527375
PMT-9008,INV-7008,2024-10-29,2092.08,BA-66119495
PMT-9009,INV-7009,2024-11-06,5692.7,BA-13889649
PMT-9010,INV-7010,2024-10-27,3754.7,BA-90800195
PMT-9011,INV-7011,2024-11-07,1093.78,BA-61780050
PMT-9012,INV-7012,2024-11-01,968.28,BA-16670565
PMT-9013,INV-7013,2024-11-07,2465.21,BA-93425548
PMT-9014,INV-7014,2024-10-20,6097.54,BA-38325623
PMT-9015,INV-7015,2024-11-02,3693.51,BA-97335137
PMT-9016,INV-7016,2024-11-03,692.42,BA-74438948
PMT-9017,INV-7017,2024-11-06,610.01,BA-29157238
PMT-9018,INV-7018,2024-11-07,3996.96,BA-55810041
PMT-9019,INV-7019,2024-10-24,5846.82,BA-63055826
PMT-9020,INV-7020,2024-11-04,700.98,BA-41935821
PMT-9021,INV-7021,2024-10-29,1584.82,BA-87097845
PMT-9022,INV-7022,2024-11-06,2024.29,BA-96686222
PMT-9023,INV-7023,2024-10-21,11204.53,BA-67960138
PMT-9024,INV-7024,2024-10-30,7414.19,BA-31667923
PMT-9025,INV-7025,2024-10-21,563.28,BA-75090595
PMT-9026,INV-7026,2024-10-25,5920.74,BA-73690921
PMT-9027,INV-7027,2024-10-31,759.38,BA-96513477
PMT-9028,INV-7028,2024-10-22,5251.59,BA-53999836
PMT-9029,INV-7029,2024-10-28,3338.71,BA-77763630
PMT-9030,INV-7030,2024-10-21,2798.48,BA-61504006
PMT-9031,INV-7031,2024-10-26,799.85,BA-20119524
PMT-9032,INV-7032,2024-10-29,6234.83,BA-63907779
PMT-9033,INV-7033,2024-10-31,7779.45,BA-46395401
PMT-9034,INV-7034,2024-11-05,3452.16,BA-95442367
PMT-9035,INV-7035,2024-10-31,5961.5,BA-59773788
PMT-9036,INV-7036,2024-11-09,3201.0,BA-73520992
PMT-9037,INV-7037,2024-11-03,2591.91,BA-74291655
PMT-9038,INV-7038,2024-11-11,1883.39,BA-17784483
PMT-9039,INV-7039,2024-10-28,2364.26,BA-16478434
PMT-9040,INV-7040,2024-10-27,5391.0,BA-79140956
PMT-9041,INV-7041,2024-10-31,1913.48,BA-45588834
PMT-9042,INV-7042,2024-11-07,11920.09,BA-63907779
PMT-9043,INV-7043,2024-11-09,8907.77,BA-41433295
PMT-9044,INV-7044,2024-11-05,2103.15,BA-92083983
PMT-9045,INV-7045,2024-11-04,1010.93,BA-80881649
PMT-9046,INV-7046,2024-10-28,931.74,BA-34576324
PMT-9047,INV-7047,2024-11-07,1265.21,BA-32786087
PMT-9048,INV-7048,2024-10-29,424.74,BA-82416196
PMT-9049,INV-7049,2024-11-10,1567.22,BA-50767129
PMT-9050,INV-7050,2024-11-02,9765.56,BA-72283819
PMT-9051,INV-7051,2024-11-05,1015.64,BA-46395401
PMT-9052,INV-7052,2024-10-25,852.33,BA-78851172
PMT-9053,INV-7053,2024-11-10,2100.62,BA-39241460
PMT-9054,INV-7054,2024-11-02,997.53,BA-55032202
PMT-9055,INV-7055,2024-11-09,5981.01,BA-73898748
PMT-9056,INV-7056,2024-10-26,1137.17,BA-34101347
PMT-9057,INV-7057,2024-10-28,1859.96,BA-95039187
PMT-9058,INV-7058,2024-10-30,5083.46,BA-20814848
PMT-9059,INV-7059,2024-10-25,3436.84,BA-55909953
PMT-9060,INV-7060,2024-11-06,2659.37,BA-98915866
PMT-9061,INV-7061,2024-11-11,2005.38,BA-77635542
PMT-9062,INV-7062,2024-10-27,4882.35,BA-36271930
PMT-9063,INV-7063,2024-11-04,1163.82,BA-38601901
PMT-9064,INV-7064,2024-11-04,5033.71,BA-42518840
PMT-9065,INV-7065,2024-10-27,2434.97,BA-27665398
PMT-9066,INV-7066,2024-10-29,2985.73,BA-65421310
PMT-9067,INV-7067,2024-11-06,24791.37,BA-44811353
PMT-9068,INV-7068,2024-10-29,9186.0,BA-72283819
PMT-9069,INV-7069,2024-11-04,655.29,BA-43463796
PMT-9070,INV-7070,2024-11-12,1601.88,BA-60817437
PMT-9071,INV-7071,2024-10-27,936.75,BA-59081935
PMT-9072,INV-7072,2024-11-13,2548.0,BA-84377153
PMT-9073,INV-7073,2024-10-29,1795.15,BA-21140502
PMT-9074,INV-7074,2024-11-09,2885.54,BA-27388652
PMT-9075,INV-7075,2024-11-11,1743.37,BA-60817437
PMT-9076,INV-7076,2024-10-30,424.86,BA-40675978
PMT-9077,INV-7077,2024-11-10,5773.86,BA-41863178
PMT-9078,INV-7078,2024-10-29,2477.2,BA-78809268
PMT-9079,INV-7079,2024-11-01,3480.17,BA-70025882
PMT-9080,INV-7080,2024-10-30,631.0,BA-48563325
PMT-9081,INV-7081,2024-11-04,4317.89,BA-40331435
PMT-9082,INV-7082,2024-11-02,2886.26,BA-95359381
PMT-9083,INV-7083,2024-10-27,786.63,BA-97366946
PMT-9084,INV-7084,2024-10-28,2694.48,BA-65920079
PMT-9085,INV-7085,2024-11-04,3472.2,BA-98428371
PMT-9086,INV-7086,2024-10-30,651.55,BA-10856538
PMT-9087,INV-7087,2024-11-01,2957.39,BA-74628898
PMT-9088,INV-7088,2024-11-10,2300.09,BA-14417590
PMT-9089,INV-7089,2024-11-12,204.75,BA-18071217
PMT-9090,INV-7090,2024-11-06,1569.83,BA-76232938
PMT-9091,INV-7091,2024-10-31,3836.66,BA-12161771
PMT-9092,INV-7092,2024-11-01,3387.29,BA-31321298
PMT-9093,INV-7093,2024-11-06,4766.63,BA-46908880
PMT-9094,INV-7094,2024-11-08,3700.64,BA-96504107
PMT-9095,INV-7095,2024-10-31,472.14,BA-20442454
PMT-9096,INV-7096,2024-11-14,1825.88,BA-77507631
PMT-9097,INV-7097,2024-11-10,2452.87,BA-88061052
PMT-9098,INV-7098,2024-11-04,1061.04,BA-44870850
PMT-9099,INV-7099,2024-11-05,8264.53,BA-16481569
PMT-9100,INV-7100,2024-11-14,3606.88,BA-51305617
PMT-9101,INV-7101,2024-11-02,2563.9,BA-49449733
PMT-9102,INV-7102,2024-11-01,3623.73,BA-14223373
PMT-9103,INV-7103,2024-11-08,1892.37,BA-17050844
PMT-9104,INV-7104,2024-11-01,3117.21,BA-72969404
PMT-9105,INV-7105,2024-11-04,6800.85,BA-93923346
PMT-9106,INV-7106,2024-10-28,6221.23,BA-67151806
PMT-9107,INV-7107,2024-10-31,4252.7,BA-97983916
PMT-9108,INV-7108,2024-11-03,775.82,BA-26000985
PMT-9109,INV-7109,2024-11-06,2854.35,BA-10886747
PMT-9110,INV-7110,2024-10-28,3434.8,BA-11693465
PMT-9111,INV-7111,2024-11-06,5717.95,BA-45642621
PMT-9112,INV-7112,2024-11-07,2929.24,BA-90035139
PMT-9113,INV-7113,2024-10-31,2933.69,BA-98301822
PMT-9114,INV-7114,2024-11-06,6832.61,BA-35824443
PMT-9115,INV-7115,2024-11-11,3453.87,BA-95537118
PMT-9116,INV-7116,2024-11-14,2724.2,BA-80224010
PMT-9117,INV-7117,2024-11-02,3788.36,BA-50772964
PMT-9118,INV-7118,2024-11-11,804.47,BA-95117226
PMT-9119,INV-7119,2024-10-31,3236.68,BA-19005572
PMT-9120,INV-7120,2024-10-30,3893.24,BA-25828058
PMT-9121,INV-7121,2024-11-08,2225.02,BA-99069522
PMT-9122,INV-7122,2024-11-09,2656.42,BA-65421310
PMT-9123,INV-7123,2024-11-02,2056.89,BA-16478434
PMT-9124,INV-7124,2024-11-02,2636.67,BA-46549455
PMT-9125,INV-7125,2024-11-03,3912.51,BA-73690921
PMT-9126,INV-7126,2024-10-30,5268.86,BA-15877134
PMT-9127,INV-7127,2024-10-28,9862.69,BA-72283819
PMT-9128,INV-7128,2024-10-31,3396.03,BA-80901507
PMT-9129,INV-7129,2024-11-11,9413.76,BA-72283819
PMT-9130,INV-7130,2024-11-02,3081.07,BA-13099855
PMT-9131,INV-7131,2024-11-04,2153.18,BA-46074069
PMT-9132,INV-7132,2024-11-07,2718.21,BA-63621481
PMT-9133,INV-7133,2024-11-14,2776.21,BA-33341044
PMT-9134,INV-7134,2024-11-01,10060.48,BA-83838220
PMT-9135,INV-7135,2024-11-13,5459.89,BA-86626738
PMT-9136,INV-7136,2024-11-14,2776.65,BA-14576478
PMT-9137,INV-7137,2024-11-03,4785.01,BA-53999836
PMT-9138,INV-7138,2024-10-31,1171.23,BA-59903392
PMT-9139,INV-7139,2024-11-12,2501.74,BA-81340400
PMT-9140,INV-7140,2024-11-10,5145.51,BA-32329304
PMT-9141,INV-7141,2024-11-06,1465.46,BA-61482749
PMT-9142,INV-7142,2024-11-07,2752.22,BA-17068021
PMT-9143,INV-7143,2024-11-18,1324.86,BA-67804228
PMT-9144,INV-7144,2024-11-13,5982.23,BA-76149430
PMT-9145,INV-7145,2024-11-11,3722.23,BA-84377153
PMT-9146,INV-7146,2024-11-14,2788.48,BA-94781070
PMT-9147,INV-7147,2024-11-17,5499.59,BA-20923381
PMT-9148,INV-7148,2024-11-11,4277.63,BA-39962626
PMT-9149,INV-7149,2024-11-04,5841.22,BA-46751573
PMT-9150,INV-7150,2024-11-13,8408.3,BA-16481569
PMT-9151,INV-7151,2024-11-03,2029.59,BA-45052250
PMT-9152,INV-7152,2024-11-10,3096.65,BA-45052250
PMT-9153,INV-7153,2024-11-14,5803.12,BA-19992509
PMT-9154,INV-7154,2024-11-10,4376.14,BA-25905184
PMT-9155,INV-7155,2024-11-10,6198.92,BA-16252221
PMT-9156,INV-7156,2024-11-04,10134.76,BA-47393548
PMT-9157,INV-7157,2024-11-07,4507.04,BA-66692038
PMT-9158,INV-7158,2024-11-14,5696.81,BA-26286981
PMT-9159,INV-7159,2024-11-11,3534.26,BA-30926211
PMT-9160,INV-7160,2024-11-15,9119.11,BA-38449609
PMT-9161,INV-7161,2024-11-10,7139.95,BA-41019536
PMT-9162,INV-7162,2024-11-07,2216.44,BA-66126116
PMT-9163,INV-7163,2024-11-16,4465.06,BA-19816400
PMT-9164,INV-7164,2024-11-10,1053.99,BA-63746500
PMT-9165,INV-7165,2024-11-13,1715.6,BA-48578460
PMT-9166,INV-7166,2024-11-03,7810.76,BA-22770611
PMT-9167,INV-7167,2024-11-04,1764.92,BA-95537118
PMT-9168,INV-7168,2024-11-15,8644.16,BA-29046982
PMT-9169,INV-7169,2024-11-03,1118.71,BA-66515256
PMT-9170,INV-7170,2024-11-19,5401.04,BA-36230445
PMT-9171,INV-7171,2024-11-15,3289.15,BA-19021960
PMT-9172,INV-7172,2024-11-14,4051.39,BA-12349408
PMT-9173,INV-7173,2024-11-09,2767.63,BA-82687908
PMT-9174,INV-7174,2024-11-16,2403.02,BA-98452642
PMT-9175,INV-7175,2024-11-10,3788.04,BA-61688682
PMT-9176,INV-7176,2024-11-14,3769.77,BA-14544696
PMT-9177,INV-7177,2024-11-05,351.77,BA-50710220
PMT-9178,INV-7178,2024-11-09,6540.3,BA-20883993
PMT-9179,INV-7179,2024-11-18,1597.17,BA-10549434
PMT-9180,INV-7180,2024-11-07,5160.04,BA-86368509
PMT-9181,INV-7181,2024-11-18,1476.43,BA-43800696
PMT-9182,INV-7182,2024-11-15,3886.34,BA-91907998
PMT-9183,INV-7183,2024-11-08,4725.45,BA-17283315
PMT-9184,INV-7184,2024-11-02,2991.23,BA-66242348
PMT-9185,INV-7185,2024-11-17,1806.54,BA-10833583
PMT-9186,INV-7186,2024-11-14,5621.43,BA-46751573
PMT-9187,INV-7187,2024-11-12,325.99,BA-43776393
PMT-9188,INV-7188,2024-11-14,829.28,BA-30837589
PMT-9189,INV-7189,2024-11-05,1490.49,BA-99855030
PMT-9190,INV-7190,2024-11-19,3091.42,BA-22340236
PMT-9191,INV-7191,2024-11-04,3828.11,BA-50420337
PMT-9192,INV-7192,2024-11-14,403.66,BA-66396028
PMT-9193,INV-7193,2024-11-06,5190.93,BA-85437599
PMT-9194,INV-7194,2024-11-11,1944.14,BA-84321185
PMT-9195,INV-7195,2024-11-15,1132.79,BA-15417277
PMT-9196,INV-7196,2024-11-19,16461.76,BA-58413585
PMT-9197,INV-7197,2024-11-07,1852.08,BA-53041479
PMT-9198,INV-7198,2024-11-12,2094.15,BA-33540679
PMT-9199,INV-7199,2024-11-13,6650.77,BA-37080875
PMT-9200,INV-7200,2024-11-17,562.03,BA-58877189
PMT-9201,INV-7201,2024-11-17,614.8,BA-26799506
PMT-9202,INV-7202,2024-11-12,3163.06,BA-75507385
PMT-9203,INV-7203,2024-11-21,3197.8,BA-50160565
PMT-9204,INV-7204,2024-11-18,6567.94,BA-76864005
PMT-9205,INV-7205,2024-11-07,659.21,BA-53513763
PMT-9206,INV-7206,2024-11-08,6249.43,BA-18141783
PMT-9207,INV-7207,2024-11-11,4512.56,BA-32159234
PMT-9208,INV-7208,2024-11-19,2941.21,BA-30837589
PMT-9209,INV-7209,2024-11-03,3900.6,BA-97908110
PMT-9210,INV-7210,2024-11-17,2793.79,BA-15117547
PMT-9211,INV-7211,2024-11-04,1397.46,BA-53464935
PMT-9212,INV-7212,2024-11-12,2154.29,BA-47743594
PMT-9213,INV-7213,2024-11-21,2925.29,BA-97908110
PMT-9214,INV-7214,2024-11-19,4889.26,BA-68589803
PMT-9215,INV-7215,2024-11-15,1056.35,BA-52410090
PMT-9216,INV-7216,2024-11-10,2655.58,BA-15618636
PMT-9217,INV-7217,2024-11-17,4211.88,BA-16957919
PMT-9218,INV-7218,2024-11-04,6768.17,BA-44112965
PMT-9219,INV-7219,2024-11-18,3181.58,BA-80263864
PMT-9220,INV-7220,2024-11-17,1337.66,BA-54469603
PMT-9221,INV-7221,2024-11-10,5815.34,BA-91220385
PMT-9222,INV-7222,2024-11-06,5203.56,BA-20501465
PMT-9223,INV-7223,2024-11-06,3813.45,BA-17784483
PMT-9224,INV-7224,2024-11-11,1411.42,BA-96638318
PMT-9225,INV-7225,2024-11-13,4794.98,BA-22374072
PMT-9226,INV-7226,2024-11-16,1002.46,BA-94129586
PMT-9227,INV-7227,2024-11-10,302.78,BA-96136221
PMT-9228,INV-7228,2024-11-17,9748.8,BA-71325367
PMT-9229,INV-7229,2024-11-18,1327.46,BA-45052250
PMT-9230,INV-7230,2024-11-25,3018.99,BA-59773788
PMT-9231,INV-7231,2024-11-21,1152.58,BA-29393035
PMT-9232,INV-7232,2024-11-20,2401.04,BA-18288654
PMT-9233,INV-7233,2024-11-18,4776.62,BA-67141834
PMT-9234,INV-7234,2024-11-19,242.14,BA-24371507
PMT-9235,INV-7235,2024-11-10,3227.99,BA-30287103
PMT-9236,INV-7236,2024-11-14,1988.73,BA-88061052
PMT-9237,INV-7237,2024-11-09,844.28,BA-41608813
PMT-9238,INV-7238,2024-11-16,2875.44,BA-66673996
PMT-9239,INV-7239,2024-11-23,482.38,BA-41388998
PMT-9240,INV-7240,2024-11-10,1890.18,BA-48808820
PMT-9241,INV-7241,2024-11-25,6367.08,BA-46058564
PMT-9242,INV-7242,2024-11-21,3155.46,BA-33877318
PMT-9243,INV-7243,2024-11-20,3465.39,BA-12927357
PMT-9244,INV-7244,2024-11-18,3044.86,BA-23618316
PMT-9245,INV-7245,2024-11-25,1762.33,BA-54791387
PMT-9246,INV-7246,2024-11-20,1769.56,BA-37267733
PMT-9247,INV-7247,2024-11-12,5273.91,BA-41317839
PMT-9248,INV-7248,2024-11-15,3631.95,BA-95442367
PMT-9249,INV-7249,2024-11-26,6455.95,BA-59560375
PMT-9250,INV-7250,2024-11-24,4479.15,BA-97572805
PMT-9251,INV-7251,2024-11-25,778.91,BA-98154191
PMT-9252,INV-7252,2024-11-21,1320.28,BA-35712599
PMT-9253,INV-7253,2024-11-18,837.49,BA-96885593
PMT-9254,INV-7254,2024-11-16,3212.03,BA-25146464
PMT-9255,INV-7255,2024-11-20,4472.45,BA-57484087
PMT-9256,INV-7256,2024-11-18,7755.7,BA-70002780
PMT-9257,INV-7257,2024-11-23,11737.6,BA-11168389
PMT-9258,INV-7258,2024-11-22,2032.15,BA-73721294
PMT-9259,INV-7259,2024-11-09,942.13,BA-96861466
PMT-9260,INV-7260,2024-11-23,10219.74,BA-93697774
PMT-9261,INV-7261,2024-11-26,3078.83,BA-59117315
PMT-9262,INV-7262,2024-11-24,4681.78,BA-28701665
PMT-9263,INV-7263,2024-11-14,1233.72,BA-94378806
PMT-9264,INV-7264,2024-11-09,5982.6,BA-95421131
PMT-9265,INV-7265,2024-11-13,1597.09,BA-23193537
PMT-9266,INV-7266,2024-11-09,1566.09,BA-87641264
PMT-9267,INV-7267,2024-11-19,2606.18,BA-27032443
PMT-9268,INV-7268,2024-11-17,22333.82,BA-36701563
PMT-9269,INV-7269,2024-11-11,4008.79,BA-42130069
PMT-9270,INV-7270,2024-11-15,1785.96,BA-14963055
PMT-9271,INV-7271,2024-11-16,4088.97,BA-50858176
PMT-9272,INV-7272,2024-11-24,3043.01,BA-37643310
PMT-9273,INV-7273,2024-11-18,4638.3,BA-99286495
PMT-9274,INV-7274,2024-11-23,4831.92,BA-93023765
PMT-9275,INV-7275,2024-11-26,3822.85,BA-15307809
PMT-9276,INV-7276,2024-11-22,2022.46,BA-42297987
PMT-9277,INV-7277,2024-11-26,2161.31,BA-17056578
PMT-9278,INV-7278,2024-11-11,4455.63,BA-18322022
PMT-9279,INV-7279,2024-11-10,1164.59,BA-56100526
PMT-9280,INV-7280,2024-11-11,547.78,BA-20551530
PMT-9281,INV-7281,2024-11-14,1159.53,BA-65421310
PMT-9282,INV-7282,2024-11-15,3303.71,BA-26998722
PMT-9283,INV-7283,2024-11-11,2107.13,BA-68834689
PMT-9284,INV-7284,2024-11-22,3270.42,BA-84360327
PMT-9285,INV-7285,2024-11-14,308.29,BA-84360327
PMT-9286,INV-7286,2024-11-26,3619.6,BA-13099855
PMT-9287,INV-7287,2024-11-19,388.94,BA-12444531
PMT-9288,INV-7288,2024-11-21,6568.16,BA-87641264
PMT-9289,INV-7289,2024-11-12,1132.4,BA-30047826
PMT-9290,INV-7290,2024-11-14,1369.73,BA-46969722
PMT-9291,INV-7291,2024-11-27,1662.9,BA-43852498
PMT-9292,INV-7292,2024-11-20,3138.51,BA-11673589
PMT-9293,INV-7293,2024-11-23,878.18,BA-69967057
PMT-9294,INV-7294,2024-11-17,3639.83,BA-30040462
PMT-9295,INV-7295,2024-11-13,1703.32,BA-78754679
PMT-9296,INV-7296,2024-11-11,3189.91,BA-10256129
PMT-9297,INV-7297,2024-11-12,1587.55,BA-57864027
PMT-9298,INV-7298,2024-11-25,2097.35,BA-66255890
PMT-9299,INV-7299,2024-11-20,3225.53,BA-19442473
PMT-9300,INV-7300,2024-11-11,3263.35,BA-62962242
PMT-9301,INV-7301,2024-11-22,2499.09,BA-86037035
PMT-9302,INV-7302,2024-11-18,2566.55,BA-41132723
PMT-9303,INV-7303,2024-11-21,2620.67,BA-57096651
PMT-9304,INV-7304,2024-11-24,2403.93,BA-17295858
PMT-9305,INV-7305,2024-11-17,17280.5,BA-48141534
PMT-9306,INV-7306,2024-11-19,753.94,BA-95442367
PMT-9307,INV-7307,2024-11-16,5692.44,BA-58567817
PMT-9308,INV-7308,2024-11-25,514.78,BA-30491276
PMT-9309,INV-7309,2024-11-16,4996.84,BA-41383927
PMT-9310,INV-7310,2024-11-16,4508.86,BA-15590093
PMT-9311,INV-7311,2024-11-25,8825.73,BA-53841444
PMT-9312,INV-7312,2024-11-22,7965.53,BA-54033490
PMT-9313,INV-7313,2024-11-15,2695.48,BA-93351060
PMT-9314,INV-7314,2024-11-23,2427.18,BA-54030605
PMT-9315,INV-7315,2024-11-28,217.07,BA-84027500
PMT-9316,INV-7316,2024-11-13,5348.81,BA-73898748
PMT-9317,INV-7317,2024-11-17,1709.64,BA-75090595
PMT-9318,INV-7318,2024-11-20,5207.47,BA-56325277
PMT-9319,INV-7319,2024-11-22,3273.55,BA-22120276
PMT-9320,INV-7320,2024-11-19,1320.2,BA-53393824
PMT-9321,INV-7321,2024-11-28,4788.44,BA-74895215
PMT-9322,INV-7322,2024-11-18,2725.67,BA-15592444
PMT-9323,INV-7323,2024-11-14,4342.61,BA-36742886
PMT-9324,INV-7324,2024-11-29,4088.69,BA-95442367
PMT-9325,INV-7325,2024-11-24,544.69,BA-54147722
PMT-9326,INV-7326,2024-11-26,3018.99,BA-80270461
PMT-9327,INV-7327,2024-11-21,2056.31,BA-41055424
PMT-9328,INV-7328,2024-11-24,4422.92,BA-15119806
PMT-9329,INV-7329,2024-11-14,1239.23,BA-17330681
PMT-9330,INV-7330,2024-11-14,1633.03,BA-27592411
PMT-9331,INV-7331,2024-11-28,9043.53,BA-81281134
PMT-9332,INV-7332,2024-11-27,2401.83,BA-36164598
PMT-9333,INV-7333,2024-11-25,872.74,BA-25194192
PMT-9334,INV-7334,2024-11-23,2211.07,BA-95659109
PMT-9335,INV-7335,2024-11-29,5777.96,BA-53423984
PMT-9336,INV-7336,2024-11-21,2525.5,BA-66692038
PMT-9337,INV-7337,2024-12-02,4186.39,BA-19410210
PMT-9338,INV-7338,2024-11-21,3737.81,BA-28085664
PMT-9339,INV-7339,2024-11-23,510.73,BA-27029615
PMT-9340,INV-7340,2024-11-20,9792.61,BA-17845626
PMT-9341,INV-7341,2024-11-25,851.04,BA-66951588
PMT-9342,INV-7342,2024-12-01,2824.83,BA-28701665
PMT-9343,INV-7343,2024-11-29,1291.44,BA-80635798
PMT-9344,INV-7344,2024-12-02,13577.44,BA-63873226
PMT-9345,INV-7345,2024-11-26,12888.24,BA-13137377
PMT-9346,INV-7346,2024-11-27,3338.58,BA-87116204
PMT-9347,INV-7347,2024-11-17,1634.31,BA-41019536
PMT-9348,INV-7348,2024-11-15,3092.21,BA-16957919
PMT-9349,INV-7349,2024-12-03,867.81,BA-51519704
PMT-9350,INV-7350,2024-11-15,3142.97,BA-12927357
PMT-9351,INV-7351,2024-12-03,1630.45,BA-18909462
PMT-9352,INV-7352,2024-12-02,941.02,BA-38818470
PMT-9353,INV-7353,2024-11-27,2829.43,BA-25700873
PMT-9354,INV-7354,2024-11-25,2423.08,BA-57484087
PMT-9355,INV-7355,2024-11-30,9414.39,BA-18302983
PMT-9356,INV-7356,2024-11-21,5773.74,BA-95341298
PMT-9357,INV-7357,2024-11-28,5450.77,BA-43287747
PMT-9358,INV-7358,2024-12-02,4454.21,BA-51305617
PMT-9359,INV-7359,2024-11-21,13677.95,BA-30246633
PMT-9360,INV-7360,2024-12-01,4790.42,BA-81988473
PMT-9361,INV-7361,2024-11-17,2616.42,BA-99295127
PMT-9362,INV-7362,2024-12-01,3855.7,BA-21339367
PMT-9363,INV-7363,2024-11-22,4985.06,BA-34765747
PMT-9364,INV-7364,2024-11-26,3129.13,BA-66396028
PMT-9365,INV-7365,2024-12-01,1853.73,BA-10256129
PMT-9366,INV-7366,2024-11-16,2030.89,BA-60352953
PMT-9367,INV-7367,2024-11-24,1044.48,BA-56625835
PMT-9368,INV-7368,2024-11-25,9262.18,BA-15598567
PMT-9369,INV-7369,2024-11-20,3505.29,BA-21565931
PMT-9370,INV-7370,2024-11-30,2986.03,BA-80635798
PMT-9371,INV-7371,2024-11-22,6436.22,BA-17999533
PMT-9372,INV-7372,2024-11-25,5002.46,BA-55166387
PMT-9373,INV-7373,2024-12-03,2207.45,BA-75248694
PMT-9374,INV-7374,2024-12-01,6230.44,BA-25828058
PMT-9375,INV-7375,2024-11-21,5356.89,BA-42533856
PMT-9376,INV-7376,2024-11-22,5026.51,BA-46375806
PMT-9377,INV-7377,2024-11-25,3374.22,BA-85777892
PMT-9378,INV-7378,2024-11-28,6277.72,BA-60407838
PMT-9379,INV-7379,2024-11-26,9906.19,BA-60928773
PMT-9380,INV-7380,2024-11-16,6711.76,BA-74239549
PMT-9381,INV-7381,2024-11-20,3437.54,BA-51309941
PMT-9382,INV-7382,2024-11-26,2653.37,BA-42095026
PMT-9383,INV-7383,2024-11-28,3457.5,BA-89955780
PMT-9384,INV-7384,2024-11-23,3479.1,BA-22234294
PMT-9385,INV-7385,2024-12-05,7282.97,BA-85330322
PMT-9386,INV-7386,2024-11-21,2471.0,BA-59014774
PMT-9387,INV-7387,2024-11-22,6266.11,BA-34361182
PMT-9388,INV-7388,2024-11-30,4919.28,BA-92809450
PMT-9389,INV-7389,2024-11-26,5246.59,BA-35729775
PMT-9390,INV-7390,2024-11-20,4568.28,BA-39218321
PMT-9391,INV-7391,2024-11-28,3736.83,BA-30256261
